item,review,date,rating,review_word,item_url,year
"I, Jonathan",(Vinyl review) Bad pressing. Do not buy until Craft Recordings figures this out.,"January 27, 2021",1,"I love this album and when I saw Craft Recordings released it on vinyl I got very excited. I own several other Craft Recordings releases (Cheating at Solitaire by Mike Ness and Violent Femmes self titled) and they all sound fantastic. I, Jonathan however, has some serious issues. I have now purchased and returned this record 3 times from Amazon and other vendors because on the first track (Parties in the U.S.A.) there is a very audible crackling that occurs about halfway through the song. The crackling is mostly present on the peaks of Jonathan's vocals and continues intermittently throughout the rest of side 1. These artifacts occur in the exact same spots on all three records I purchased and is absent when comparing it to any of the digital versions. I Spincleaned all of them and it made little to no difference. Plus, all 3 records have a ton of vinyl shavings peeling off the razor-sharp unfinished edges. Such a shame because the rest of the record sounds great and is dead quiet with no warps etc. Hopefully Craft Recordings figures this out but until then I'm keeping my money. Another casualty of the modern vinyl quality fade.

Update: Per Discogs this record was pressed by Rainbow Records. No wonder.",https://www.amazon.com/I-Jonathan-Richman/dp/B0000003KJ/ref=sr_1_1?crid=E6F7F4RTBU6T&dib=eyJ2IjoiMSJ9.2Ys8UFRa8N4CDipMrx7usg.tlLMMVJDzcD160wkl79HbV7iBbOTGTw3tNj01Klj8Ew&dib_tag=se&keywords=B0000003KJ&qid=1716286718&sprefix=b0000003kj%2Caps%2C347&sr=8-1,2021
Kid A,Disappointed- Bent Album Cover,"March 9, 2021",2,"Love this album, but rated it with 2 stars because the album cover was delivered bent at the corner. As someone who collects vinyl albums, this is deeply disappointing. I wish the shipper would have taken more care.",https://www.amazon.com/Kid-Radiohead/dp/B00004XONN/ref=sr_1_1?crid=X6KGARGJXXUD&dib=eyJ2IjoiMSJ9.DfEgN3kHLezvSGaUhgs6Aw.gCThQD7-l8NSKEo2639GEXB9dWn3wEZBJBOdy4GBkSw&dib_tag=se&keywords=B00004XONN&qid=1716243549&sprefix=b00004xonn%2Caps%2C184&sr=8-1,2021
Kid A,Duplicate Discs (missing first),"August 16, 2021",1,"Last night I went to play this record for a friend, and as track one begins it starts with Optimistic. Whoops maybe I had the disc swapped, but looking at the other I realize no, it’s the exact same one, same label. Wait, maybe just the label is wrong. I proceed to look at the grooves and see clearly both sides of the discs match the other disc. I have two of the same disc. Just to make sure I put the other disc on, and to my complete annoyance, it’s the same.

The weird part is, I swear I played everything in it’s right place on this vinyl when I first got it. But that was a year ago, and it couldn’t be. So I thought well let me get another one, since there is no way to replace/return a vinyl order from a year ago. And of course you literally cannot buy this record anymore. Hopefully I can finally hear the first half on vinyl if they do a reissue. :D",https://www.amazon.com/Kid-Radiohead/dp/B00004XONN/ref=sr_1_1?crid=X6KGARGJXXUD&dib=eyJ2IjoiMSJ9.DfEgN3kHLezvSGaUhgs6Aw.gCThQD7-l8NSKEo2639GEXB9dWn3wEZBJBOdy4GBkSw&dib_tag=se&keywords=B00004XONN&qid=1716243549&sprefix=b00004xonn%2Caps%2C184&sr=8-1,2021
No Strings Attached,Pass. Too bad. I really wanted this on vinyl,"November 26, 2021",1,Vinyl Skips and pops. Don’t bother,https://www.amazon.com/No-Strings-Attached-N-Sync/dp/B00004NRPZ/ref=sr_1_1?crid=5YHVOVOPHFCR&dib=eyJ2IjoiMSJ9.dDSgei2nNJfpY716mP3ABg.azOQBCUROox2JyU67ZR2CMK4uZwhIwGFBrtyOqLizg4&dib_tag=se&keywords=B00004NRPZ&qid=1716238819&sprefix=b00004nrpz%2Caps%2C362&sr=8-1,2021
No Strings Attached,Bad pressing?,"July 19, 2021",1,Not sure if this is a bad batch or what but i received the album and noticed it skipped like crazy on various tracks. I returned and requested a replacement and upon playing has several cracks and skips as well. Thoroughly disappointed because I really want this album on vinyl but don’t want to deal with returning and replacing for the 3rd time (sigh),https://www.amazon.com/No-Strings-Attached-N-Sync/dp/B00004NRPZ/ref=sr_1_1?crid=5YHVOVOPHFCR&dib=eyJ2IjoiMSJ9.dDSgei2nNJfpY716mP3ABg.azOQBCUROox2JyU67ZR2CMK4uZwhIwGFBrtyOqLizg4&dib_tag=se&keywords=B00004NRPZ&qid=1716238819&sprefix=b00004nrpz%2Caps%2C362&sr=8-1,2021
Molly Hatchet,Top shelf southern rock,"October 24, 2021",5,Remastered version sounds delightfully real,https://www.amazon.com/Molly-Hatchet/dp/B0000025D5/ref=sr_1_1?crid=QIR91MTZ4FBM&dib=eyJ2IjoiMSJ9.twZABq77J7RZtNvTerV7Rg.Dbf8EOJenS0zRwUtlVSnLrT2P7rOxhNbJEyT95DH07o&dib_tag=se&keywords=B0000025D5&qid=1716305551&sprefix=b0000025d5%2Caps%2C342&sr=8-1,2021
The Downward Spiral,,"April 23, 2021",5,"Buen disco , pero asegúrate tener un reproductor adecuado para SACD",https://www.amazon.com/Downward-Spiral-Nine-Inch-Nails/dp/B000001Y5Z/ref=sr_1_1?crid=3A3LZ91QFKO88&dib=eyJ2IjoiMSJ9.mcGhuEujktzWkhLcRDqAbw.OmTWacVrnhAwlHzvt2cAZWOya0HUXzqFowTm8R8YXKw&dib_tag=se&keywords=B000001Y5Z&qid=1716296825&sprefix=b000001y5z%2Caps%2C334&sr=8-1,2021
Under My Skin,delivered,"July 11, 2021",4,Great album but the case was cracked.,https://www.amazon.com/Under-My-Skin-Avril-Lavigne/dp/B0001UL7RY/ref=sr_1_1?crid=1JAX9DAYFFDVO&dib=eyJ2IjoiMSJ9.emW_qlaKBVwsPpk0cezt7A.RLs_RqX3plZhqApqSC96oD35uiYTEIHXoDkQRBCh-JE&dib_tag=se&keywords=B0001UL7RY&qid=1716282232&sprefix=b0001ul7ry%2Caps%2C202&sr=8-1,2021
A Goofy Movie (Walt Disney Gold Classic Collection) [VHS],,"June 13, 2021",5,El disco vino con muy buena visión muy muy clara la imagen,https://www.amazon.com/Goofy-Movie-Disney-Classic-Collection/dp/B00004R99E/ref=sr_1_1?crid=1O3AZ73HIX2N7&dib=eyJ2IjoiMSJ9.rFFKhFdIg3yQkNA1Z96tSg.XXyyJwmBWlm42HFvoqzQz6wSk5LhJqsZRmz54Ztdl9g&dib_tag=se&keywords=B00004R99E&qid=1716404405&sprefix=b00004r99e%2Caps%2C527&sr=8-1,2021
Bad For Good,Aahh the memories,"May 26, 2021",5,Had this album on Blue Vinyl a long time ago. Great to get a digital version,https://www.amazon.com/Bad-Good-Jim-Steinman/dp/B0000025IQ/ref=sr_1_1?crid=3HV0Z5Y943COP&dib=eyJ2IjoiMSJ9.Yl_b6QaN_ng4J-aIse_wrQ.-VZ22EYYv2DRKkoXC7xpMoMQ0uER57ipy9Np_mUG9vw&dib_tag=se&keywords=B0000025IQ&qid=1716306618&sprefix=b0000025iq%2Caps%2C196&sr=8-1,2021
Breakaway,A rare find,"September 1, 2021",5,"Loved this album when it came out and you know when you get the tune stuck in your head? Well, it had been stuck there for almost a year before I found one for sale at a reasonable price.",https://www.amazon.com/Breakaway-Art-Garfunkel/dp/B00000255B/ref=sr_1_1?crid=2VZQ24J9MGVEY&dib=eyJ2IjoiMSJ9.ByyjcPFro09vsukEmrxn0A.cqfzfS8cpBvJCB1PXMpWqqkeS77DTDbai8TvQZ0VPk0&dib_tag=se&keywords=B00000255B&qid=1716303044&sprefix=b00000255b%2Caps%2C370&sr=8-1,2021
Leftoverture,A classic set of songs.,"May 27, 2021",5,A great album. This replaces my stolen lp.,https://www.amazon.com/Leftoverture-Kansas/dp/B000002579/ref=sr_1_1?crid=1BMCW32LI13QI&dib=eyJ2IjoiMSJ9.8hZwN_rsJUTSt5dV-WZp7A.IfEveLO_BcklRD4TFePgK-NtqoZJ27CTiGOLbIUecUM&dib_tag=se&keywords=B000002579&qid=1716303777&sprefix=b000002579%2Caps%2C356&sr=8-1,2021
"Corona RP 3230 Rachet Hand Pruner-3/4 Inch Cut Capacity Stem and Branch Garden Shears, Red",Gotta love the Corona products,"May 19, 2021",5,"Comfortable and easy to use. Being a senior, I need the ratchet function to make up for some of the lost strength I don't have any longer.",https://www.amazon.com/Corona-RP-3230-Ratchet-Pruner/dp/B00004R9YV/ref=sr_1_1?crid=1FC9IYAOZMW4F&dib=eyJ2IjoiMSJ9.MjJfm07O-6hfKjgXd1dKkQ.L4eRAUkNIVBZkNZ8lESFqXt8MGN5-6XRc9PZXDRADy8&dib_tag=se&keywords=B00004R9YV&qid=1716398453&sprefix=b00004r9yv%2Caps%2C193&sr=8-1,2021
The Singable Songs Collection,Great,"April 7, 2021",5,Got it kids love it!,https://www.amazon.com/Singable-Songs-Collection-Raffi/dp/B0000003IO/ref=sr_1_1?crid=298ZXWZ311XF9&dib=eyJ2IjoiMSJ9.1hBSeKyGYeayCLGSRpmXTw.m1Afw24OU3wXwspQ4d7gkCJo3_tZEL8feNNQo0rpW30&dib_tag=se&keywords=B0000003IO&qid=1716285979&sprefix=b0000003io%2Caps%2C215&sr=8-1,2021
Speakerboxxx / The Love Below,Great price. Will be gifting again soon,"March 30, 2021",5,I love it...never thought id be listening to all my favs again on record. Must buy you will not regret.,https://www.amazon.com/Speakerboxxx-Love-Below-Outkast/dp/B0000AGWFX/ref=sr_1_1?crid=1AFQTL8YLGFHB&dib=eyJ2IjoiMSJ9.JnRZsWrxq02bSJU0kjXMfA.1b03CaAMVgOIuBb3mRU_UM-SlP50aHbtx9Uuztz-JLc&dib_tag=se&keywords=B0000AGWFX&qid=1716281291&sprefix=b0000agwfx%2Caps%2C385&sr=8-1,2021
Heat [DVD],"5-Star Movie, but the ""Director's Definitive Edition"" Brings It Down","February 24, 2021",4,"Heat is one of the greatest movies of all time, bringing in two legendary actors playing characters who are two sides of the same coin - one a professional who takes down high-level scores and the other a homicide detective whose life is defined by the hunt for those types of criminals, but both suffering flaws and breakdowns due to their personal codes and the paths they've chosen. The rest of the cast is excellent, and the way the story plays out, with ebbs and flows and highs and lows, quiet contemplative scenes and ear-shattering gunfights, it just mesmerizes you.*

I can only give 4-stars for the newer blu-ray release though, because personally I found it to be a bit of a let down. Much like other redone releases, the clarity and sharpness are excellent, and there are some nice new features like a cast/crew interview by Christopher Nolan (no inclusion of the original tv movie ""LA Takedown"" though, which would have been nice). The problem is that Mann, like others, has re-color timed the movie, so a lot of it has a light blue hue and just looks weird. This is something that plagues a lot of releases (Terminator 2, Batman, Blade Runner, etc) and takes away from the experience. I'm also annoyed at the removal of the line ""viscous, aren't I?"", as now you just see Hank Azaria's face frozen for a few seconds and again, it feels out of place.

*Slight detractions in the cast include Diane Venora as Hanna's ex wife (pretentious to a fault) and Kevin Gage as Waingro, who just doesn't fit with any of Neil's crew or the rest of the characters.",https://www.amazon.com/Heat-Al-Pacino/dp/B00000JGHM/ref=sr_1_1?crid=3SL469QP21XCV&dib=eyJ2IjoiMSJ9.PmNQQE0-VFN54RqcmvdUyg.3_j41rq4emamAewkfOH-l5Es6bm3KQ8RSlHawbxhCdU&dib_tag=se&keywords=B00000JGHM&qid=1716373112&sprefix=b00000jghm%2Caps%2C196&sr=8-1,2021
RAGE AGAINST THE MACHINE,Awesome !!!,"February 11, 2021",5,"The vinyl it self looks like new & I got it to display it, it’s a classic!!!",https://www.amazon.com/Rage-Against-Machine/dp/B0000028RS/ref=sr_1_1?crid=VBS29MELSOA3&dib=eyJ2IjoiMSJ9.VWPcOWPyTyv5ICwl-eFZuQ.xjqxaHLS7hgSUbiLdsxg3P_bk__iyD9EZsOD0jn7lEs&dib_tag=se&keywords=B0000028RS&qid=1716317138&sprefix=b0000028rs%2Caps%2C367&sr=8-1,2021
Bob Dylan's Greatest Hits,Dylan's the man !,"May 10, 2021",5,Great collection of Dylan songs,https://www.amazon.com/Bob-Dylans-Greatest-Hits-Dylan/dp/B00000J7SM/ref=sr_1_1?crid=3DGJSOKU7IZSU&dib=eyJ2IjoiMSJ9.1sqf0F1F_4oVBcQfLlS4Yw.m3YrRSja5d1egNnLWTf7pbV67g-30Rk0CM3GMgJFmY4&dib_tag=se&keywords=B00000J7SM&qid=1716331326&sprefix=b00000j7sm%2Caps%2C359&sr=8-1,2021
Mary Poppins [VHS],Perfect for a 4-Year Old,"July 14, 2021",5,"We purchase this movie so that my husband could watch it with our four-year-old granddaughter, who absolutely loved it. We have a photo somewhere of her right on top of the television wanting to get a close look at things. This was one of my husband”s favorite movies as a child.",https://www.amazon.com/Mary-Poppins-VHS-Julie-Andrews/dp/B00004R99M/ref=sr_1_1?crid=L70C4RNOFCPG&dib=eyJ2IjoiMSJ9.srXAApV2W4Cd_Q0vlHoa9A.N3wsX0E4P5TSGQHRd0_YEtwDP8PWLAIllmerXkXaoWU&dib_tag=se&keywords=B00004R99M&qid=1716393687&sprefix=b00004r99m%2Caps%2C333&sr=8-1,2021
Perfect Blue [DVD],Best Psychological Horror from an anime I've ever seen,"September 2, 2021",5,Absolutely love thos movie and all its plot twists. It really keeps you on your toes and you feel for the main character and all the things she's going through. Seen the movie three or four times now and I'm not one to do that often with a movie,https://www.amazon.com/Perfect-Blue-Junko-Iwao/dp/B00000JL42/ref=sr_1_1?crid=3HSBCITO53ZR4&dib=eyJ2IjoiMSJ9.N2kFqWN-E9kfDqJAt7V2yQ.HDGkW32ft8qfB2n-JOTVJ2tqN2yOa0CdwoBVrQmgj44&dib_tag=se&keywords=B00000JL42&qid=1716379434&sprefix=b00000jl42%2Caps%2C343&sr=8-1,2021
The Singable Songs Collection,My grandcild loves this!,"November 27, 2021",5,Highly recommend!,https://www.amazon.com/Singable-Songs-Collection-Raffi/dp/B0000003IO/ref=sr_1_1?crid=298ZXWZ311XF9&dib=eyJ2IjoiMSJ9.1hBSeKyGYeayCLGSRpmXTw.m1Afw24OU3wXwspQ4d7gkCJo3_tZEL8feNNQo0rpW30&dib_tag=se&keywords=B0000003IO&qid=1716285979&sprefix=b0000003io%2Caps%2C215&sr=8-1,2021
Pocahontas (Disney Gold Classic Collection) [DVD],Classic…,"July 29, 2021",5,As described. I love this movie. ❤️ Brings back so many beautiful memories.,https://www.amazon.com/Pocahontas-Disney-Gold-Classic-Collection/dp/B00004R99J/ref=sr_1_1?crid=3JW3HQPN52PCN&dib=eyJ2IjoiMSJ9.u5yuIqrsfSDHyDcDPleR3w.3kfiomxEG-qWlEZmJ08CjLxn4Nj1ZJiaVJfbIOAKu_E&dib_tag=se&keywords=B00004R99J&qid=1716405155&sprefix=b00004r99j%2Caps%2C356&sr=8-1,2021
Perfect Blue [DVD],Dark Psychological Thriller,"December 20, 2021",4,"An uncommon aspect I've noticed about those whose described the film rarely mention that it reveals the nature fo the exploitive aspect of the entertainment industry. Also more intersting is how the downward spiral of the main character's mental state also reveals that of how she influenced those around her. She is exploited of her own volition in ways she hates herself for doing so yet chose anyway. The tv show within the movie parallels the ongoing of the film's own story. Dark, twisted, disturbing, exploitive and also a commentary on the psychological cost of unbridled guilt chosen in a cruel industry. Great film but also not for the feint of heart, not for everyone.

Note: There were two 5-10 second occurences of repeated playback that seemed like it didn't belong and a breif quality drop for two occurences that lasted a few minutes each. Unclear why but noticable and not something I can ignore with each watching.",https://www.amazon.com/Perfect-Blue-Junko-Iwao/dp/B00000JL42/ref=sr_1_1?crid=3HSBCITO53ZR4&dib=eyJ2IjoiMSJ9.N2kFqWN-E9kfDqJAt7V2yQ.HDGkW32ft8qfB2n-JOTVJ2tqN2yOa0CdwoBVrQmgj44&dib_tag=se&keywords=B00000JL42&qid=1716379434&sprefix=b00000jl42%2Caps%2C343&sr=8-1,2021
"Lello 4080 Musso Lussino 1.5-Quart Ice Cream Maker, Stainless - 110/120V 60 HZ",A Stainless Steel Beast,"April 9, 2021",5,"This machine is a beast among kitchen appliances. All stainless outside, a stainless metal churning blade (dasher), and it weighs close to 40 pounds. It is built to last, and is truly a mini-industrial appliance, as well as being beautiful kitchen art (it IS Italian!), with every external part clad in shiny metal - the only plastics to be seen are the clear lid, legs, timer dial and the two function buttons (and the provided scoop). It also does what it was made to do, flawlessly - make ice cream. And not just ""ice cream"" - gelato, soft-serve, hard cream, frozen yogurt, sorbet - every type of frozen confection. And it does it in about 15 to 20 minutes, average.

Ice cream is, basically, a pretty simple confection - water/milk/cream, sugar, and other ""stuff."" Mixed together and frozen. The ""mix together"" and ""freezing"" parts are where it gets complicated. The mixing and freezing make all the difference in the mouth feel, texture, workability (scooping, plopping on your ice cream cone, plate or cup), consistency, and overall perceived ""quality"" of the ice cream. No one likes ice cream with big chunks of ice in it, or hard in one spot, soft in another, or a titanium brick when you try to scoop it. This machine makes perfectly consistent ice cream, batch after batch, ready to serve out of the machine, or to put in your freezer. It does this by rapid churning and rapid cooling, making the smallest crystals perfectly blended, resulting in an even, smooth blend of ingredients, chilled to the perfect stage of completion.

As far as the machine itself, in this age of Bluetooth and WiFi connectivity, digital readouts, iPhone and Android apps, it's an absolute evolutionary throwback. It has three controls - a twist dial 'click' timer (which doesn't go backwards - when you set it for 30 minutes, it will click down to 30 minutes until it stops), and two function buttons - one to turn on the churning blade and one to turn on the compressor (it's a compressor machine that chills internally - no freezing extra containers, no ice, no rock salt). That's it. The function of the timer is to power the buttons - when the timer is running, the buttons work. When the timer is off, pressing the buttons does nothing. The timer is actually probably redundant (there is no alarm), except as a reminder, or to make sure the machine is off when it stops, because you will be monitoring the final stages of your mix - ice cream mixes and freezes, as you probably know, at it's own pace - it's done when it's done, depending on a hundred variables, even with the same mix. You'll actually hear a change in the motor as the ice cream hardens, and the blades will move slower - in fact on this machine, when the ice cream is completely set, the blades will stop - time to take it out. For those who are particular about their ice cream and to reduce stress on the motor, most mixes are best removed when the mix reaches an optimum temp: 21F-23F (the ""draw"" temperature), which can be measured with a cheap IR thermometer. And I've never had a batch take more than 30 minutes, although I suppose there might be exotic ingredients that might take longer - but I can't imagine any mix taking the full 60 minute maximum on the timer. Adding ingredients at any time is as simple as lifting the plastic mixing cavity cover and dropping them in.

Cleanup is actually a breeze, in spite of the non-removable mixing cavity - it's all stainless. Just scoop out the ice cream, remove the blade by lifting out after unscrewing the retaining nut (you do need to cover the exposed blade shaft to prevent liquid getting inside - I did it with a simple rubber spacer), and remove the remaining ice cream. You then just wipe out the bowl with soapy water after it warms up slightly, rinse with a damp towel and dry. Finished. You learn not to be messy (with any ice cream machine), and minimize drips on counter or self.

The weak point of the machine is the 1 year warranty - and the cost. Well over $700, a 1 year warranty is nervous-making, although I don't know how many have had to use it - I consequently highly recommend Amazon's extended warranty, and I don't usually purchase add-on warranties. You may never need it (and likely won't - it's really an industrial quality build), but nice to have on such an expensive machine. The cost is worth it, to me, because I bought the machine to do one thing - make ice cream. And it does this superbly. Highly recommended.",https://www.amazon.com/Lello-Musso-Lussino-1-5-Quart-Stainless/dp/B00004RDF0/ref=sr_1_1?crid=31U03XBHKUMO5&dib=eyJ2IjoiMSJ9.iXlysYCg0z8XEdEPjHGk2kJC_fdcMEbmIRU8o4BjybTGjHj071QN20LucGBJIEps.ZMutt-h32Z9VEDOvq-w0r6OPQBIKqJP3M2dLoBEOKkY&dib_tag=se&keywords=B00004RDF0&qid=1716402056&sprefix=b00004rdf0%2Caps%2C198&sr=8-1,2021
A Goofy Movie (Walt Disney Gold Classic Collection) [VHS],"Single Fatherhood: Goofy, Yoi Can Do Ot","February 28, 2021",5,A great story about a single father doing his best to raise slightly more intelligent son,https://www.amazon.com/Goofy-Movie-Disney-Classic-Collection/dp/B00004R99E/ref=sr_1_1?crid=1O3AZ73HIX2N7&dib=eyJ2IjoiMSJ9.rFFKhFdIg3yQkNA1Z96tSg.XXyyJwmBWlm42HFvoqzQz6wSk5LhJqsZRmz54Ztdl9g&dib_tag=se&keywords=B00004R99E&qid=1716404405&sprefix=b00004r99e%2Caps%2C527&sr=8-1,2021
Pocahontas (Disney Gold Classic Collection) [DVD],As Described,"August 29, 2021",5,Fast shipping. Love this movie!,https://www.amazon.com/Pocahontas-Disney-Gold-Classic-Collection/dp/B00004R99J/ref=sr_1_1?crid=3JW3HQPN52PCN&dib=eyJ2IjoiMSJ9.u5yuIqrsfSDHyDcDPleR3w.3kfiomxEG-qWlEZmJ08CjLxn4Nj1ZJiaVJfbIOAKu_E&dib_tag=se&keywords=B00004R99J&qid=1716405155&sprefix=b00004r99j%2Caps%2C356&sr=8-1,2021
Payback,What is this?,"July 20, 2021",3,"This is a heavily edited version of this movie! The Kris Kristoferson part of the movie is totally gone, and major scenes in the movie have been reordered in sequence. This version of the movie was really awful. I don't know what happened maybe some legal problems but this is NOT the Payback movie I loved. This is something else.",https://www.amazon.com/Payback-Mel-Gibson/dp/B00000JDIQ/ref=sr_1_1?crid=2L38VI2M0T5KC&dib=eyJ2IjoiMSJ9.irvJDOsuCyRiQ9Z_084ACw.pJ3-8EluK3HjBZpuqiz9TWn6nKeuUQV_2O08HBqzfik&dib_tag=se&keywords=B00000JDIQ&qid=1716370143&sprefix=b00000jdiq%2Caps%2C579&sr=8-1,2021
Pocahontas (Disney Gold Classic Collection) [DVD],Very fast shipping,"June 11, 2021",5,Love this movie. Glad there are still places with VHS tapes,https://www.amazon.com/Pocahontas-Disney-Gold-Classic-Collection/dp/B00004R99J/ref=sr_1_1?crid=3JW3HQPN52PCN&dib=eyJ2IjoiMSJ9.u5yuIqrsfSDHyDcDPleR3w.3kfiomxEG-qWlEZmJ08CjLxn4Nj1ZJiaVJfbIOAKu_E&dib_tag=se&keywords=B00004R99J&qid=1716405155&sprefix=b00004r99j%2Caps%2C356&sr=8-1,2021
Songs About Jane,Prompt arrival,"September 25, 2021",5,"Great Shape for an older cd.
Love it",https://www.amazon.com/Songs-About-Jane-Maroon-5/dp/B00006879E/ref=sr_1_1?crid=1TJXBZFMKWDPP&dib=eyJ2IjoiMSJ9.Ew7EnjwIhOfsXj57DmeClA.6bFfdakQ4OF4sD4cfwR6SuzJ48xaoU6CtB2WL9600Mg&dib_tag=se&keywords=B00006879E&qid=1716279122&sprefix=b00006879e%2Caps%2C993&sr=8-1,2021
Licensed To Ill,I love it,"May 9, 2021",5,Great album. The packaging wasn't damaged at all.,https://www.amazon.com/Licensed-Ill-Beastie-Boys/dp/B0000024JN/ref=sr_1_1?crid=26Z40W9BCQ6GN&dib=eyJ2IjoiMSJ9.DzgrAO2p_0xnmHKmBrZUNQ.7vtU8WkuIB8LBQpmm5qZgOEnI5p_03GM7Glll6qKVyQ&dib_tag=se&keywords=B0000024JN&qid=1716297692&sprefix=b0000024jn%2Caps%2C201&sr=8-1,2021
High Country Snows,Excellent CD,"March 26, 2021",5,"Wonderful addition to Fogelberg collection. Some songs are bluegrass tinged, some country rock, some ballads. Lyrics, vocals, music ear catching and well worth listening.",https://www.amazon.com/High-Country-Snows-Dan-Fogelberg/dp/B00000261V/ref=sr_1_1?crid=XT4N6YVBTPUK&dib=eyJ2IjoiMSJ9.tAZafTCS4JmVTfR63ZFIfw.8by2Cr0Mi-Ie2Xci-Tfw5srWl9eZbxPjGcgiwHBZDuk&dib_tag=se&keywords=B00000261V&qid=1716311609&sprefix=b00000261v%2Caps%2C214&sr=8-1,2021
Carry on,Missing tracks on vinyl,"May 2, 2021",3,"I was excited to find this on vinyl, but does not have all the songs that are on the cd.",https://www.amazon.com/Carry-Pat-Green/dp/B00004RD00/ref=sr_1_1?crid=3K1ZS4CCDXMZ7&dib=eyJ2IjoiMSJ9.XjJkJyyjrcrJ17pGxjkINQ.TlegtuOJdaDOl4dMmoFq0M5VdeVdW8vXjj1RbIYkBfM&dib_tag=se&keywords=B00004RD00&qid=1716401226&sprefix=b00004rd00%2Caps%2C173&sr=8-1,2021
Defenders of the Faith,Skips Like Crazy...,"February 18, 2021",3,"Man, I was so ready to rock out to this when I got it in the mail. Put it on and I can see it’s warped as all hell, and it skips once or twice every song until B side. Then it’s about once every 2 songs",https://www.amazon.com/Defenders-Faith-Judas-Priest/dp/B0000025YM/ref=sr_1_1?crid=1885HT1K7DHOF&dib=eyJ2IjoiMSJ9.p-2y_EbjVsMx2FxXbC0Eig.m3rRgD1QQbuuc6YyWaPk2CgjRhaSX-1lr51K_3nSIeg&dib_tag=se&keywords=B0000025YM&qid=1716311071&sprefix=b0000025ym%2Caps%2C1013&sr=8-1,2021
Guilty,Not Guilty,"April 5, 2021",5,The combination of Barry Gibb and Barbra Striesand was a genius move their duets are soulful andbalanced this cd is awesome,https://www.amazon.com/Guilty-Barbra-Streisand/dp/B0000025JT/ref=sr_1_1?crid=7QGAWAK75BJT&dib=eyJ2IjoiMSJ9.bWJFLK_6qT8yvopu7WBjLA.-K9xHZKK8vf9Ja04M1RhO5jFccd2h3qGUxUuiJfzsf8&dib_tag=se&keywords=B0000025JT&qid=1716307277&sprefix=b0000025jt%2Caps%2C368&sr=8-1,2021
Human Clay,,"September 22, 2021",5,"Excelente album, totalmente recomendado",https://www.amazon.com/Human-Clay-Creed/dp/B00001NFCY/ref=sr_1_1?crid=20OQDXYIJOVPP&dib=eyJ2IjoiMSJ9.nlT4GmPFxhARgfp2sKJ71w.H_gwjyQQlIC1SUSXCFddORyRakhO7yRgu9j3sGcCS7A&dib_tag=se&keywords=B00001NFCY&qid=1716234155&sprefix=b00001nfcy%2Caps%2C339&sr=8-1,2021
Guilty,Great condition!,"August 25, 2021",5,This was a good quality item.,https://www.amazon.com/Guilty-Barbra-Streisand/dp/B0000025JT/ref=sr_1_1?crid=7QGAWAK75BJT&dib=eyJ2IjoiMSJ9.bWJFLK_6qT8yvopu7WBjLA.-K9xHZKK8vf9Ja04M1RhO5jFccd2h3qGUxUuiJfzsf8&dib_tag=se&keywords=B0000025JT&qid=1716307277&sprefix=b0000025jt%2Caps%2C368&sr=8-1,2021
The Castle of Cagliostro (Lupin the III),Good Movie would watch again,"April 21, 2021",5,👌,https://www.amazon.com/Castle-Cagliostro-Lupin-III/dp/B00000JL3V/ref=sr_1_1?crid=1K33VXYQW89QX&dib=eyJ2IjoiMSJ9.LVtRZnChy96m8lBaasZAKw.C-D8X1sl6SzGHlsXsv0uBGynLpUi1c_zuW6PkGitGxc&dib_tag=se&keywords=B00000JL3V&qid=1716378696&sprefix=b00000jl3v%2Caps%2C461&sr=8-1,2021
The Sword in the Stone (Disney Gold Classic Collection) [DVD],Arrived on time and in good condition,"May 2, 2021",5,"Loved this movie as a child, hope my niece will like it too.",https://www.amazon.com/Sword-Stone-Disney-Classic-Collection/dp/B00004R9A0/ref=sr_1_1?crid=2PK0V64PVBYRU&dib=eyJ2IjoiMSJ9.IG5IsgCd_tJLcDfYAGsKRQ.ISfANwIrfxDC0AJirSWM76wsRzBHPDYrD0UzxKsIfPs&dib_tag=se&keywords=B00004R9A0&qid=1716395894&sprefix=b00004r9a0%2Caps%2C361&sr=8-1,2021
A Goofy Movie (Walt Disney Gold Classic Collection) [VHS],Cute movie!,"April 7, 2021",5,My 4 year daughter loves this movie. The movie itself came in time and undamaged.,https://www.amazon.com/Goofy-Movie-Disney-Classic-Collection/dp/B00004R99E/ref=sr_1_1?crid=1O3AZ73HIX2N7&dib=eyJ2IjoiMSJ9.rFFKhFdIg3yQkNA1Z96tSg.XXyyJwmBWlm42HFvoqzQz6wSk5LhJqsZRmz54Ztdl9g&dib_tag=se&keywords=B00004R99E&qid=1716404405&sprefix=b00004r99e%2Caps%2C527&sr=8-1,2021
Alice in Wonderland (Disney Gold Classic Collection),The classic Alice In Wonderland!,"May 11, 2021",5,"This is the Alice In Wonderland I remember from my childhood! My stepdaughter and her 1 year old daughter had never seen it, so I just had to share it with them. This arrived in like-new condition and I got it at a great price. I couldn't be happier!",https://www.amazon.com/Alice-Wonderland-Disney-Classic-Collection/dp/B00004R99L/ref=sr_1_1?crid=THXS0JTIZ264&dib=eyJ2IjoiMSJ9.5nJxQaLOU6MKzQQcUG_OFA.lfx8gkFCJt7Y5HY3rr0Wsq2mZluEu_CjeLnwVkJqQWs&dib_tag=se&keywords=B00004R99L&qid=1716405895&sprefix=b00004r99l%2Caps%2C362&sr=8-1,2021
